Month,All items,"All items, less fresh food","All items, less imputed rent","All items, less imputed rent and fresh food","All items, less fresh food and energy","All items, less food (less alcoholic beverages) and energy ",Food,Fresh food,"Food, less fresh food ",Cereals,Fish and seafood,Fresh fish and seafood,Meats,Dairy products and eggs,Vegetables and seaweeds,Fresh vegetables,Fruits,Fresh fruits,"Oils, fats and seasonings",Cakes and candies,Cooked food,Beverages,Alcoholic beverages,Meals outside the home,Housing,"Housing, less imputed rent",Rent,"Rent, less imputed rent",Repairs and maintenance,"Fuel, light and water charges",Electricity,Gas,Other fuel and light,Water and sewerage charges,Furniture and household utensils,Household durable goods,Interior furnishings,Bedding,Domestic utensils,Domestic non durable goods,Domestic services,Clothes and footwear,Clothes,Japanese clothing,Clothing,"Shirts, sweaters and underwear",Shirts and sweaters,Underwear,Footwear,Other clothing,Services related to clothing,Medical care,Medicines and health fortification,Medical supplies and appliances,Medical services,Transportation and communication,Public transportation,Private transportation,Communication,Education,School fees,School textbooks and reference books for study,Tutorial fees,Culture and recreation,Recreational durable goods,Recreational goods,Books and other reading materials,Recreational services,Miscellaneous,Personal care services,Toilet articles,Personal effects,Tobacco,Other miscellaneous,Energy,Expenses for education,Expenses for culture and recreation,Expenses for information and communication
Jan-02,-1.4 ,-0.8 ,-1.7 ,-1.1 ,-0.8 ,-0.8 ,-2.8 ,-11.2 ,-0.8 ,-0.9 ,-2.2 ,-2.9 ,0.8 ,-1.5 ,-10.8 ,-16.3 ,-14.0 ,-14.3 ,-1.5 ,-3.3 ,-0.3 ,-1.3 ,-0.7 ,-0.5 ,0.3 ,-0.5 ,0.6 ,-0.3 ,-0.9 ,0.6 ,0.9 ,0.5 ,-6.5 ,2.3 ,-3.8 ,-7.5 ,-1.7 ,-4.4 ,-1.4 ,-3.5 ,0.4 ,-2.8 ,-4.1 ,-4.1 ,-4.0 ,-2.7 ,-3.5 ,-1.0 ,-1.5 ,-0.4 ,-0.1 ,-0.7 ,-0.8 ,-2.6 ,0.1 ,-1.3 ,-0.1 ,-0.5 ,-4.5 ,1.0 ,1.2 ,0.6 ,0.7 ,-2.8 ,-18.7 ,-2.5 ,0.2 ,-0.9 ,0.1 ,0.1 ,-0.8 ,1.3 ,0.0 ,0.1 ,-1.5 ,0.7 ,-2.5 ,
Feb-02,-1.6 ,-0.8 ,-1.9 ,-1.1 ,-0.8 ,-0.8 ,-3.3 ,-14.5 ,-0.8 ,-1.2 ,-2.3 ,-3.6 ,0.9 ,-2.2 ,-15.8 ,-24.1 ,-13.1 ,-13.6 ,-1.3 ,-3.1 ,-1.0 ,-1.2 ,-0.6 ,0.2 ,0.3 ,-0.5 ,0.6 ,-0.3 ,-0.9 ,0.7 ,0.9 ,0.9 ,-7.3 ,2.3 ,-3.9 ,-7.7 ,-2.4 ,-4.0 ,-1.6 ,-3.6 ,0.5 ,-2.8 ,-4.1 ,-4.8 ,-3.9 ,-2.6 ,-3.3 ,-0.9 ,-1.7 ,-0.3 ,-0.1 ,-0.7 ,-0.9 ,-2.7 ,0.1 ,-1.2 ,0.0 ,-0.5 ,-4.4 ,1.0 ,1.2 ,0.6 ,0.7 ,-3.0 ,-18.4 ,-2.6 ,0.2 ,-1.4 ,0.1 ,0.1 ,-1.1 ,1.7 ,0.0 ,0.1 ,-1.5 ,0.8 ,-2.7 ,
Mar-02,-1.2 ,-0.7 ,-1.5 ,-1.0 ,-0.6 ,-0.7 ,-2.4 ,-10.8 ,-0.6 ,-0.8 ,-2.6 ,-3.7 ,0.9 ,-1.5 ,-12.2 ,-19.2 ,-7.9 ,-8.1 ,-1.5 ,-2.7 ,-0.4 ,-1.4 ,-0.8 ,0.3 ,0.3 ,-0.5 ,0.5 ,-0.3 ,-0.8 ,0.5 ,0.9 ,0.4 ,-7.8 ,2.3 ,-3.9 ,-7.8 ,-2.6 ,-4.0 ,-1.6 ,-3.3 ,0.5 ,-2.2 ,-3.1 ,-4.8 ,-2.9 ,-2.2 ,-2.7 ,-1.1 ,-1.2 ,0.2 ,-0.2 ,-0.7 ,-0.7 ,-2.3 ,0.1 ,-0.8 ,-0.2 ,-0.4 ,-2.5 ,1.0 ,1.2 ,0.6 ,0.8 ,-2.8 ,-18.4 ,-2.6 ,0.0 ,-1.1 ,0.1 ,0.1 ,-1.6 ,2.4 ,0.0 ,0.1 ,-1.6 ,0.8 ,-2.5 ,
Apr-02,-1.1 ,-0.9 ,-1.3 ,-1.1 ,-0.8 ,-0.8 ,-1.4 ,-4.5 ,-0.6 ,-0.7 ,-1.5 ,-2.1 ,0.7 ,-1.1 ,-5.6 ,-8.5 ,-2.0 ,-2.1 ,-1.3 ,-2.5 ,-0.5 ,-1.3 ,-0.7 ,-0.1 ,0.0 ,-0.5 ,0.1 ,-0.2 ,-0.9 ,-1.2 ,-2.2 ,-0.5 ,-7.8 ,2.0 ,-3.8 ,-7.4 ,-2.7 ,-4.2 ,-1.5 ,-3.0 ,0.7 ,-1.9 ,-2.7 ,-4.6 ,-2.6 ,-1.8 ,-2.2 ,-0.7 ,-0.6 ,0.3 ,-0.2 ,-1.9 ,-1.0 ,-3.1 ,-1.8 ,-0.9 ,0.1 ,-0.6 ,-2.5 ,1.1 ,1.1 ,0.0 ,1.5 ,-2.5 ,-17.2 ,-2.0 ,0.1 ,-1.0 ,0.1 ,0.0 ,-1.3 ,2.5 ,0.0 ,0.2 ,-3.0 ,0.8 ,-2.2 ,
May-02,-0.9 ,-0.8 ,-1.1 ,-1.1 ,-0.7 ,-0.9 ,-0.6 ,-1.4 ,-0.5 ,-0.7 ,-1.0 ,-1.0 ,0.5 ,-0.3 ,-0.2 ,0.2 ,-4.0 ,-4.1 ,-1.9 ,-2.5 ,-0.2 ,-0.9 ,-0.6 ,0.5 ,-0.2 ,-0.5 ,-0.1 ,-0.3 ,-0.9 ,-1.2 ,-2.2 ,-0.5 ,-7.3 ,1.7 ,-3.9 ,-7.9 ,-2.5 ,-4.1 ,-1.6 ,-2.7 ,0.7 ,-2.4 ,-3.1 ,-4.6 ,-2.9 ,-3.1 ,-4.1 ,-0.4 ,-0.6 ,0.0 ,-0.2 ,-1.9 ,-0.9 ,-3.4 ,-1.8 ,0.0 ,0.2 ,0.2 ,-1.0 ,1.1 ,1.0 ,0.0 ,1.5 ,-2.9 ,-15.0 ,-2.5 ,0.1 ,-1.9 ,0.2 ,0.1 ,-1.2 ,2.3 ,0.0 ,0.2 ,-2.1 ,0.8 ,-2.5 ,
Jun-02,-0.7 ,-0.8 ,-0.8 ,-0.9 ,-0.7 ,-0.8 ,-0.2 ,1.8 ,-0.5 ,-0.8 ,1.1 ,2.5 ,0.5 ,-0.2 ,0.5 ,1.6 ,0.9 ,1.1 ,-1.1 ,-2.5 ,-0.5 ,-1.9 ,-0.6 ,0.4 ,-0.2 ,-0.6 ,0.0 ,-0.3 ,-0.9 ,-1.3 ,-2.2 ,-0.6 ,-7.0 ,1.4 ,-3.9 ,-7.9 ,-2.9 ,-4.1 ,-1.6 ,-3.0 ,0.8 ,-2.4 ,-3.1 ,-4.4 ,-3.0 ,-3.1 ,-3.9 ,-0.9 ,-0.4 ,0.1 ,-0.3 ,-1.9 ,-0.9 ,-3.4 ,-1.8 ,-0.2 ,0.0 ,-0.1 ,-0.4 ,1.1 ,1.0 ,1.7 ,1.5 ,-2.2 ,-13.0 ,-2.1 ,0.1 ,-0.9 ,0.1 ,0.1 ,-1.2 ,2.0 ,0.0 ,0.2 ,-1.9 ,0.8 ,-1.7 ,
Jul-02,-0.8 ,-0.8 ,-0.8 ,-1.0 ,-0.7 ,-0.9 ,-0.1 ,2.1 ,-0.6 ,-0.9 ,0.2 ,0.8 ,0.1 ,-0.4 ,4.0 ,7.8 ,-4.4 ,-4.5 ,-1.6 ,-2.4 ,-0.3 ,-2.0 ,-1.1 ,0.5 ,-0.2 ,-0.6 ,-0.1 ,-0.2 ,-0.9 ,-1.5 ,-2.3 ,-1.2 ,-6.6 ,1.4 ,-3.8 ,-7.8 ,-2.6 ,-3.1 ,-1.6 ,-3.0 ,0.7 ,-2.5 ,-3.6 ,-4.0 ,-3.7 ,-2.8 ,-3.6 ,-0.7 ,-0.9 ,0.0 ,-0.3 ,-2.0 ,-0.9 ,-3.8 ,-1.8 ,-0.4 ,-0.3 ,-0.3 ,-0.9 ,1.1 ,1.0 ,1.7 ,1.5 ,-2.0 ,-12.4 ,-1.9 ,0.0 ,-0.9 ,0.2 ,0.1 ,-1.1 ,2.2 ,0.0 ,0.2 ,-2.4 ,0.8 ,-1.7 ,
Aug-02,-0.9 ,-0.9 ,-1.0 ,-1.0 ,-0.8 ,-0.8 ,-0.5 ,0.6 ,-0.7 ,-1.0 ,-0.2 ,0.5 ,-0.1 ,0.4 ,0.8 ,2.0 ,-1.8 ,-1.9 ,-1.1 ,-2.8 ,-0.7 ,-2.0 ,-1.1 ,0.2 ,-0.3 ,-0.5 ,-0.1 ,-0.3 ,-0.9 ,-1.6 ,-2.3 ,-1.2 ,-6.8 ,1.4 ,-3.7 ,-7.8 ,-2.9 ,-2.5 ,-1.7 ,-2.7 ,0.7 ,-2.2 ,-3.1 ,-4.4 ,-3.0 ,-2.4 ,-3.1 ,-0.9 ,-1.4 ,0.2 ,-0.1 ,-2.0 ,-0.8 ,-3.8 ,-1.8 ,-0.4 ,0.0 ,-0.6 ,-0.3 ,1.1 ,1.0 ,1.7 ,1.4 ,-1.9 ,-13.8 ,-1.5 ,0.1 ,-0.9 ,0.2 ,0.0 ,-1.1 ,2.0 ,0.0 ,0.2 ,-2.5 ,0.8 ,-1.6 ,
Sep-02,-0.7 ,-0.9 ,-0.9 ,-1.1 ,-0.7 ,-0.8 ,-0.2 ,2.1 ,-0.5 ,-1.1 ,-0.1 ,0.4 ,-0.1 ,1.0 ,1.6 ,3.6 ,1.9 ,2.2 ,-1.7 ,-1.6 ,-0.5 ,-1.8 ,-0.9 ,0.2 ,-0.3 ,-0.6 ,-0.1 ,-0.3 ,-0.9 ,-1.8 ,-2.9 ,-1.2 ,-6.8 ,1.1 ,-3.5 ,-7.7 ,-2.9 ,-2.0 ,-1.6 ,-2.3 ,0.7 ,-2.3 ,-3.3 ,-4.6 ,-3.2 ,-2.3 ,-3.0 ,-0.4 ,-1.3 ,0.8 ,-0.2 ,-2.0 ,-0.9 ,-4.1 ,-1.8 ,-0.5 ,-0.4 ,-0.7 ,-0.3 ,1.1 ,1.0 ,1.7 ,1.4 ,-1.8 ,-13.5 ,-1.4 ,0.1 ,-0.7 ,0.1 ,0.0 ,-1.2 ,2.1 ,0.0 ,0.2 ,-2.9 ,0.8 ,-1.6 ,
Oct-02,-0.9 ,-0.9 ,-1.0 ,-1.0 ,-0.7 ,-0.8 ,-0.5 ,-0.9 ,-0.4 ,-0.9 ,1.2 ,2.1 ,0.5 ,1.2 ,-2.4 ,-3.3 ,-1.5 ,-1.5 ,-1.4 ,-1.1 ,-0.4 ,-2.0 ,-1.1 ,0.3 ,-0.3 ,-0.7 ,-0.3 ,-0.3 ,-1.0 ,-2.9 ,-5.0 ,-1.6 ,-6.6 ,0.8 ,-3.4 ,-7.3 ,-2.7 ,-2.1 ,-1.8 ,-2.0 ,0.6 ,-2.2 ,-3.1 ,-4.3 ,-3.1 ,-2.3 ,-3.2 ,-0.4 ,-0.9 ,0.7 ,-0.3 ,-0.3 ,-1.0 ,-3.8 ,1.2 ,-0.6 ,-0.1 ,-1.0 ,-0.3 ,1.1 ,1.0 ,1.7 ,1.4 ,-2.0 ,-13.4 ,-2.3 ,0.2 ,-0.7 ,0.1 ,0.0 ,-1.3 ,2.0 ,0.0 ,0.2 ,-3.6 ,0.8 ,-1.8 ,
Nov-02,-0.4 ,-0.8 ,-0.3 ,-0.9 ,-0.6 ,-0.7 ,1.2 ,9.4 ,-0.3 ,-0.8 ,2.0 ,3.6 ,0.9 ,0.9 ,11.2 ,20.0 ,1.5 ,1.7 ,-2.5 ,-0.7 ,-0.1 ,-1.8 ,-1.1 ,0.3 ,-0.4 ,-0.6 ,-0.2 ,-0.3 ,-1.0 ,-2.7 ,-5.0 ,-1.6 ,-4.2 ,0.8 ,-3.3 ,-7.3 ,-2.4 ,-2.3 ,-1.6 ,-1.8 ,0.6 ,-2.2 ,-3.2 ,-4.9 ,-3.1 ,-2.6 ,-3.6 ,-0.1 ,-0.9 ,1.3 ,-0.4 ,-0.3 ,-0.9 ,-3.7 ,1.2 ,-0.4 ,-0.3 ,-0.5 ,-0.2 ,1.1 ,1.0 ,1.7 ,1.4 ,-1.5 ,-13.8 ,-1.4 ,0.1 ,-0.1 ,0.1 ,0.0 ,-1.3 ,2.1 ,0.0 ,0.2 ,-3.1 ,0.8 ,-1.3 ,
Dec-02,-0.3 ,-0.7 ,-0.3 ,-0.8 ,-0.5 ,-0.6 ,1.2 ,9.6 ,-0.3 ,-0.6 ,0.8 ,2.1 ,1.0 ,0.6 ,10.4 ,19.0 ,7.1 ,7.7 ,-1.8 ,-0.7 ,-0.1 ,-2.0 ,-0.8 ,0.3 ,-0.4 ,-0.6 ,-0.2 ,-0.4 ,-1.0 ,-2.6 ,-5.0 ,-1.7 ,-0.9 ,0.8 ,-3.5 ,-8.0 ,-2.3 ,-2.3 ,-1.5 ,-1.7 ,0.6 ,-1.9 ,-2.4 ,-3.5 ,-2.4 ,-2.6 ,-3.5 ,-0.2 ,-0.5 ,1.2 ,-0.3 ,-0.4 ,-1.0 ,-3.8 ,1.2 ,-0.2 ,-0.3 ,-0.1 ,-0.1 ,1.1 ,1.0 ,1.7 ,1.4 ,-1.5 ,-13.9 ,-1.3 ,-0.1 ,-0.1 ,0.3 ,0.0 ,-1.7 ,3.4 ,0.0 ,0.2 ,-2.5 ,0.8 ,-1.5 ,
Jan-03,-0.4 ,-0.8 ,-0.5 ,-0.9 ,-0.7 ,-0.7 ,0.6 ,5.7 ,-0.4 ,-0.5 ,-0.3 ,0.1 ,0.6 ,-0.4 ,7.5 ,13.0 ,2.5 ,2.7 ,-2.2 ,-0.3 ,-0.5 ,-2.0 ,-0.8 ,0.3 ,-0.3 ,-0.7 ,-0.2 ,-0.3 ,-1.1 ,-2.3 ,-5.1 ,-1.5 ,2.1 ,0.8 ,-3.5 ,-8.6 ,-2.7 ,-2.6 ,-1.3 ,-1.3 ,0.6 ,-2.1 ,-3.3 ,-3.2 ,-3.4 ,-2.7 ,-3.7 ,-0.3 ,-0.1 ,1.3 ,-0.2 ,-0.4 ,-0.9 ,-3.9 ,1.2 ,0.0 ,-0.3 ,0.1 ,-0.2 ,1.1 ,1.0 ,1.7 ,1.4 ,-1.7 ,-12.5 ,-1.5 ,0.0 ,-0.6 ,0.3 ,0.0 ,-1.4 ,3.4 ,0.0 ,0.2 ,-2.2 ,1.0 ,-1.7 ,
Feb-03,-0.2 ,-0.7 ,-0.3 ,-0.7 ,-0.6 ,-0.6 ,1.0 ,9.3 ,-0.5 ,-0.2 ,0.5 ,1.9 ,0.5 ,-0.2 ,12.6 ,22.4 ,1.3 ,1.7 ,-2.1 ,-0.2 ,0.0 ,-2.4 ,-0.9 ,-0.4 ,-0.3 ,-0.8 ,-0.2 ,-0.4 ,-1.2 ,-2.2 ,-5.1 ,-1.6 ,4.2 ,0.8 ,-3.2 ,-8.0 ,-2.7 ,-2.8 ,-1.3 ,-0.6 ,0.5 ,-2.0 ,-2.7 ,-2.5 ,-2.8 ,-3.1 ,-4.2 ,-0.6 ,-0.4 ,1.4 ,-0.1 ,-0.3 ,-0.7 ,-3.9 ,1.2 ,0.1 ,-0.3 ,0.3 ,-0.1 ,1.1 ,1.0 ,1.7 ,1.4 ,-1.2 ,-12.6 ,-1.4 ,0.0 ,0.3 ,0.3 ,0.0 ,-1.2 ,2.8 ,0.0 ,0.2 ,-1.8 ,1.0 ,-1.2 ,
Mar-03,-0.1 ,-0.6 ,-0.2 ,-0.7 ,-0.6 ,-0.5 ,0.9 ,9.8 ,-0.7 ,-0.4 ,-0.2 ,0.3 ,0.3 ,-0.5 ,13.8 ,25.1 ,3.1 ,3.5 ,-2.8 ,-0.6 ,-0.5 ,-2.8 ,-1.0 ,-0.4 ,-0.3 ,-0.7 ,-0.2 ,-0.4 ,-1.1 ,-2.0 ,-5.1 ,-1.2 ,6.2 ,0.9 ,-3.1 ,-7.7 ,-2.9 ,-2.3 ,-1.4 ,-0.3 ,0.5 ,-1.8 ,-2.5 ,-2.5 ,-2.5 ,-2.4 ,-3.4 ,-0.2 ,-1.1 ,0.6 ,-0.1 ,-0.3 ,-0.8 ,-3.8 ,1.2 ,0.5 ,0.0 ,1.0 ,-0.1 ,1.1 ,1.0 ,1.7 ,1.2 ,-1.2 ,-12.9 ,-1.4 ,0.2 ,0.3 ,0.3 ,0.0 ,-1.2 ,3.0 ,0.0 ,0.2 ,-0.8 ,0.9 ,-1.2 ,
Apr-03,-0.1 ,-0.4 ,0.0 ,-0.4 ,-0.5 ,-0.4 ,0.6 ,6.4 ,-0.6 ,-0.7 ,-1.2 ,-1.3 ,0.6 ,-0.1 ,11.3 ,19.7 ,-1.6 ,-1.3 ,-2.5 ,-0.6 ,-0.4 ,-2.6 ,-1.1 ,-0.1 ,-0.2 ,-0.6 ,0.0 ,-0.4 ,-0.9 ,-0.4 ,-2.3 ,0.0 ,7.5 ,0.5 ,-2.9 ,-7.7 ,-3.0 ,-1.5 ,-1.3 ,0.0 ,0.3 ,-2.1 ,-2.8 ,-2.6 ,-2.8 ,-2.7 ,-3.9 ,0.0 ,-1.0 ,0.3 ,-0.3 ,5.2 ,-0.4 ,-3.3 ,11.2 ,0.5 ,-0.1 ,0.9 ,-0.1 ,0.4 ,0.9 ,0.2 ,-0.9 ,-1.9 ,-13.9 ,-2.5 ,0.1 ,-0.5 ,0.2 ,0.0 ,-1.4 ,3.2 ,0.0 ,-0.4 ,1.0 ,0.4 ,-1.8 ,
May-03,-0.2 ,-0.4 ,-0.3 ,-0.4 ,-0.4 ,-0.3 ,-0.2 ,2.9 ,-0.7 ,-0.4 ,-3.6 ,-5.2 ,1.0 ,-0.9 ,5.2 ,9.3 ,5.2 ,5.7 ,-2.2 ,-0.7 ,-0.6 ,-3.1 ,-0.8 ,-0.6 ,0.0 ,-0.5 ,0.2 ,-0.1 ,-0.8 ,-0.4 ,-2.3 ,0.0 ,6.9 ,0.5 ,-2.9 ,-7.5 ,-2.8 ,-1.9 ,-1.2 ,-0.2 ,0.3 ,-1.8 ,-2.7 ,-2.6 ,-2.7 ,-1.8 ,-2.5 ,-0.4 ,-1.2 ,0.3 ,-0.4 ,5.3 ,-0.5 ,-2.6 ,11.2 ,0.0 ,-0.2 ,0.2 ,-0.1 ,0.4 ,0.9 ,0.2 ,-0.9 ,-1.6 ,-15.3 ,-1.6 ,0.1 ,-0.1 ,0.2 ,0.0 ,-1.5 ,3.6 ,0.0 ,-0.4 ,0.3 ,0.4 ,-1.5 ,
Jun-03,-0.4 ,-0.4 ,-0.5 ,-0.6 ,-0.4 ,-0.3 ,-0.5 ,0.4 ,-0.8 ,-0.3 ,-2.9 ,-4.1 ,0.7 ,-0.6 ,1.3 ,2.7 ,3.3 ,3.6 ,-2.8 ,-0.8 ,-0.4 ,-2.7 ,-0.8 ,-0.5 ,0.1 ,-0.4 ,0.2 ,-0.2 ,-0.8 ,-0.5 ,-2.3 ,0.1 ,6.1 ,0.5 ,-2.9 ,-7.2 ,-3.7 ,-2.2 ,-1.2 ,0.4 ,0.3 ,-1.8 ,-2.6 ,-2.4 ,-2.6 ,-2.1 ,-3.0 ,-0.2 ,-1.5 ,0.4 ,-0.2 ,5.2 ,-0.5 ,-2.5 ,11.1 ,-0.2 ,0.0 ,-0.3 ,-0.1 ,0.4 ,0.9 ,-1.5 ,-0.9 ,-1.7 ,-15.7 ,-2.0 ,0.0 ,-0.2 ,0.2 ,0.0 ,-1.6 ,3.4 ,0.0 ,-0.4 ,-0.2 ,0.4 ,-1.7 ,
Jul-03,-0.2 ,-0.2 ,-0.3 ,-0.3 ,-0.2 ,0.0 ,-0.6 ,-0.9 ,-0.6 ,-0.4 ,-2.1 ,-2.9 ,0.8 ,-0.7 ,-0.5 ,-0.3 ,1.1 ,1.3 ,-2.1 ,-0.4 ,-0.7 ,-2.4 ,-0.5 ,-0.3 ,0.0 ,-0.4 ,0.2 ,-0.3 ,-0.8 ,-0.2 ,-1.7 ,0.6 ,5.5 ,0.5 ,-2.5 ,-7.1 ,-3.5 ,-2.7 ,-1.4 ,2.2 ,0.3 ,-2.0 ,-2.5 ,-2.4 ,-2.4 ,-2.4 ,-3.4 ,-0.3 ,-1.3 ,-0.2 ,-0.2 ,5.4 ,-0.6 ,-1.8 ,11.1 ,0.1 ,0.5 ,-0.2 ,0.3 ,0.4 ,0.9 ,-1.5 ,-0.9 ,-1.2 ,-15.4 ,-2.0 ,0.4 ,0.5 ,1.4 ,0.0 ,-1.7 ,3.2 ,8.2 ,-0.4 ,0.2 ,0.4 ,-1.0 ,
Aug-03,-0.3 ,-0.1 ,-0.4 ,-0.3 ,-0.1 ,-0.1 ,-1.0 ,-3.6 ,-0.4 ,-0.3 ,-3.2 ,-4.6 ,1.5 ,-1.1 ,-2.2 ,-2.8 ,-2.9 ,-2.8 ,-2.3 ,-0.4 ,-0.4 ,-2.7 ,-0.6 ,0.2 ,0.1 ,-0.6 ,0.1 ,-0.2 ,-0.9 ,-0.1 ,-1.7 ,0.6 ,5.8 ,0.5 ,-2.6 ,-7.0 ,-4.0 ,-2.5 ,-1.5 ,1.8 ,0.3 ,-2.2 ,-2.9 ,-2.8 ,-2.9 ,-2.6 ,-3.6 ,-0.2 ,-1.0 ,0.1 ,-0.3 ,5.3 ,-0.7 ,-1.9 ,11.1 ,0.0 ,0.5 ,-0.2 ,-0.1 ,0.4 ,0.9 ,-1.5 ,-0.8 ,-1.3 ,-14.1 ,-3.0 ,0.4 ,0.6 ,1.6 ,0.1 ,-1.5 ,4.1 ,8.2 ,-0.4 ,0.4 ,0.4 ,-1.1 ,
Sep-03,-0.2 ,-0.1 ,-0.2 ,-0.1 ,-0.2 ,-0.1 ,-0.5 ,-1.2 ,-0.4 ,0.3 ,-2.9 ,-4.4 ,1.3 ,-1.6 ,0.7 ,1.5 ,-0.9 ,-0.9 ,-2.5 ,-0.4 ,-0.7 ,-2.9 ,-0.7 ,0.2 ,0.0 ,-0.5 ,0.1 ,-0.3 ,-0.9 ,0.1 ,-1.0 ,0.6 ,5.9 ,0.5 ,-2.6 ,-6.7 ,-3.7 ,-2.4 ,-1.7 ,1.7 ,0.3 ,-1.4 ,-1.9 ,-1.5 ,-2.0 ,-2.0 ,-2.9 ,-0.2 ,-0.7 ,0.5 ,-0.3 ,5.4 ,-0.6 ,-1.8 ,11.1 ,0.0 ,0.1 ,0.0 ,-0.1 ,0.4 ,0.9 ,-1.5 ,-0.8 ,-1.3 ,-14.1 ,-2.3 ,0.3 ,0.5 ,1.8 ,0.1 ,-1.6 ,5.3 ,8.2 ,-0.4 ,0.8 ,0.4 ,-1.1 ,
Oct-03,0.0 ,0.1 ,-0.1 ,0.0 ,0.0 ,-0.1 ,-0.3 ,-1.8 ,0.0 ,4.7 ,-3.2 ,-4.5 ,0.6 ,-1.8 ,-1.0 ,-1.2 ,1.3 ,1.4 ,-1.7 ,0.3 ,-0.8 ,-2.4 ,-0.7 ,0.2 ,-0.1 ,-0.4 ,0.1 ,-0.2 ,-0.8 ,0.8 ,0.3 ,0.8 ,5.2 ,0.5 ,-2.9 ,-8.0 ,-4.1 ,-2.6 ,-1.4 ,1.8 ,0.3 ,-1.6 ,-2.2 ,-1.4 ,-2.2 ,-1.9 ,-2.6 ,-0.2 ,-0.9 ,-0.3 ,-0.3 ,3.6 ,-0.4 ,-2.1 ,7.8 ,-0.1 ,0.5 ,-0.2 ,-0.2 ,0.4 ,0.9 ,-1.5 ,-0.8 ,-0.6 ,-13.3 ,0.0 ,0.1 ,0.4 ,1.7 ,0.1 ,-1.7 ,5.3 ,8.2 ,-0.4 ,1.2 ,0.4 ,-0.6 ,
Nov-03,-0.5 ,-0.1 ,-0.6 ,-0.1 ,-0.2 ,-0.2 ,-1.4 ,-9.6 ,0.2 ,7.1 ,-2.7 ,-3.9 ,0.7 ,-1.7 ,-12.3 ,-19.1 ,-1.1 ,-0.9 ,-2.4 ,0.2 ,-1.0 ,-2.7 ,-0.7 ,0.2 ,0.0 ,-0.5 ,0.1 ,-0.2 ,-0.8 ,0.7 ,0.3 ,0.8 ,3.6 ,0.5 ,-2.9 ,-8.2 ,-4.3 ,-1.6 ,-1.6 ,1.8 ,0.3 ,-1.5 ,-2.1 ,-1.1 ,-2.1 ,-1.3 ,-1.9 ,-0.2 ,-0.9 ,-0.8 ,-0.1 ,3.6 ,-0.5 ,-2.2 ,7.8 ,-0.2 ,0.5 ,-0.6 ,-0.2 ,0.4 ,0.9 ,-1.5 ,-0.8 ,-1.7 ,-12.8 ,-3.0 ,0.3 ,-0.3 ,1.8 ,0.1 ,-1.6 ,5.5 ,8.2 ,-0.4 ,0.9 ,0.4 ,-1.5 ,
Dec-03,-0.4 ,0.0 ,-0.4 ,-0.1 ,-0.1 ,-0.3 ,-0.8 ,-6.6 ,0.4 ,8.3 ,-1.6 ,-2.3 ,0.7 ,-2.4 ,-7.4 ,-11.6 ,-4.8 ,-5.0 ,-1.6 ,0.4 ,-1.2 ,-2.3 ,-1.0 ,0.2 ,-0.1 ,-0.5 ,0.0 ,-0.2 ,-0.8 ,0.7 ,0.3 ,0.9 ,2.0 ,0.6 ,-3.0 ,-8.0 ,-4.4 ,-1.6 ,-1.8 ,1.3 ,0.3 ,-1.3 ,-2.3 ,-0.8 ,-2.4 ,-0.7 ,-1.2 ,0.1 ,-0.9 ,-0.7 ,-0.3 ,3.6 ,-0.5 ,-2.1 ,7.8 ,-0.3 ,0.6 ,-0.6 ,-0.3 ,0.4 ,0.9 ,-1.5 ,-0.8 ,-1.7 ,-12.6 ,-2.2 ,0.3 ,-0.7 ,1.7 ,0.1 ,-1.1 ,4.3 ,8.2 ,-0.4 ,0.7 ,0.4 ,-1.4 ,
Jan-04,-0.3 ,-0.1 ,-0.3 ,-0.1 ,-0.1 ,-0.4 ,-0.1 ,-3.2 ,0.5 ,10.0 ,-2.1 ,-2.3 ,1.0 ,-2.1 ,-3.3 ,-4.8 ,-1.5 ,-1.6 ,-1.4 ,0.1 ,-0.9 ,-2.4 ,-1.0 ,0.2 ,-0.2 ,-0.5 ,-0.1 ,-0.3 ,-0.7 ,0.4 ,0.3 ,0.8 ,-0.3 ,0.6 ,-3.1 ,-7.8 ,-4.2 ,-2.2 ,-1.8 ,1.1 ,0.3 ,-1.5 ,-2.2 ,-1.6 ,-2.2 ,-1.3 ,-1.9 ,-0.2 ,-1.3 ,-1.0 ,-0.3 ,3.6 ,-0.5 ,-2.3 ,7.8 ,-0.6 ,0.9 ,-1.3 ,-0.3 ,0.4 ,0.9 ,-1.5 ,-0.8 ,-1.8 ,-13.4 ,-2.6 ,0.5 ,-0.8 ,1.5 ,0.1 ,-1.7 ,4.1 ,8.2 ,-0.4 ,0.4 ,0.3 ,-1.4 ,
